policy,tau,K,M,lockout_hours,n_patients,n_sepsis,n_nonsepsis,sepsis_detected,sepsis_detection_rate,nonsepsis_alerted,nonsepsis_alert_rate,alerts_total,alerts_per_100_patient_hours,lead_time_median,lead_time_mean,lead_ge_1_rate,lead_ge_3_rate,lead_ge_6_rate,policy_name
B_persistence,0.08544303797468354,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,144,0.7521546095586316,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.08670886075949366,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,144,0.7521546095586316,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.0879746835443038,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,144,0.7521546095586316,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.08924050632911393,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,144,0.7521546095586316,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.09050632911392405,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,144,0.7521546095586316,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.09177215189873417,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,144,0.7521546095586316,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.0930379746835443,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,144,0.7521546095586316,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.09430379746835443,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,143,0.7469313136589187,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.09556962025316455,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,142,0.741708017759206,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.09683544303797467,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,142,0.741708017759206,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.0981012658227848,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,142,0.741708017759206,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.09936708860759494,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,142,0.741708017759206,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.10063291139240506,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,142,0.741708017759206,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
B_persistence,0.10189873417721518,2,4,6,493,39,454,30,0.7692307692307693,0,0.0,142,0.741708017759206,28.5,44.2,0.7692307692307693,0.6923076923076923,0.6410256410256411,B_2of4
