feature,importance_mean,importance_std
Hct__min_12h,5.759748111186187e-05,0.00011267303387336072
Hct__mean_6h,5.4939394386540045e-05,8.193057169792862e-06
Resp__min_12h,5.204691700855358e-05,3.892126459904749e-05
Calcium__mean_24h,5.0830464508856495e-05,9.098647027759764e-05
Glucose__std_12h,4.918705565946757e-05,0.000505451648115124
BaseExcess__max_12h,4.689335002439913e-05,7.175950805291666e-05
Phosphate__mean_6h,4.5192695847264124e-05,3.3906236168576574e-05
SBP__mean_6h,4.499769010946898e-05,0.00016479198404453814
Calcium__prev1,4.438299474556852e-05,2.33214694195207e-05
Magnesium__min_12h,4.401451152659656e-05,5.8577992478128576e-05
PaCO2__min_24h,4.354802182800752e-05,7.127497767161402e-05
Phosphate__min_24h,4.167139836121381e-05,9.045247637807023e-06
Alkalinephos__mean_24h,4.11518094250915e-05,3.204697012816509e-05
pH__max_24h,4.0086584295952884e-05,7.79864081782737e-05
MAP__delta_6h,3.9728525247002545e-05,3.61706426379076e-05
BUN__max_24h,3.906496235799008e-05,0.00017604521084249304
Platelets__std_6h,3.6862013456420156e-05,1.1511632656529631e-05
PaCO2__min_12h,3.636937818856524e-05,2.4361309625415414e-05
FiO2__std_24h,3.201598241437738e-05,3.1578628349918404e-05
Hct__min_24h,3.1843348714607476e-05,0.00015278002012338732
Bilirubin_total__delta_6h,3.160435933068313e-05,4.478460052999095e-05
EtCO2__min_24h,3.108677008252562e-05,2.5274458544189e-05
Unit2__mean_6h,2.9734624813739928e-05,0.00012047465020364487
Hgb__min_12h,2.452465303996877e-05,1.8148641565222697e-05
Resp__min_24h,2.4283705767798595e-05,7.541813682232753e-05
PTT__prev1,2.4233062447300176e-05,0.00041411712430440204
EtCO2__max_6h,2.3924657236687535e-05,2.2016235442002185e-05
Lactate__min_24h,2.3874531708940324e-05,0.00018372375196290728
Hct__max_12h,2.2885575146103993e-05,0.00017929856278848456
FiO2__std_12h,2.2064193254051902e-05,5.885275629005949e-05
Platelets__delta_6h,2.200207201555039e-05,0.00022883968982073859
SaO2__std_12h,2.1159041362827993e-05,2.498778360777174e-05
HCO3__mean_24h,1.9473361049814898e-05,6.262585430474415e-05
PaCO2__mean_6h,1.913111146725238e-05,2.146784290638306e-05
Potassium__max_24h,1.808009107319271e-05,3.929806232662235e-05
WBC__mean_12h,1.7871533351496854e-05,1.1017359448873301e-05
HR__max_6h,1.7581477376745064e-05,1.0457316037226444e-05
Phosphate__min_6h,1.6846136564376558e-05,8.969203100632627e-05
pH__mean_6h,1.581476340404557e-05,2.269305441507222e-05
WBC__mean_6h,1.5548491051674828e-05,7.573152971729304e-06
SaO2__miss,1.4073494082708776e-05,2.8824594083590133e-05
Hct__prev1,1.3695214064692388e-05,1.9038947336264484e-05
O2Sat__std_12h,1.3198118116937509e-05,2.5184508272486933e-05
MAP__min_12h,1.269638418220087e-05,0.00023762449091984444
Hct__min_6h,1.2242220996667302e-05,5.149595110630376e-06
SaO2__max_6h,1.176834147480342e-05,1.2618510954555696e-05
BaseExcess__mean_6h,1.1341658467887565e-05,2.484947330912006e-05
EtCO2__miss,1.1144305498740626e-05,0.00019453666226032607
Lactate__max_6h,1.040871430548221e-05,4.012981052513636e-06
Temp__std_6h,1.0264602784206683e-05,5.967855890077267e-06
Phosphate__miss,1.0204414055813015e-05,1.3743367284246421e-05
Hct__max_24h,9.75935960110391e-06,2.4387509915838292e-05
Calcium__min_24h,9.73320602797409e-06,1.8463840207629158e-05
Calcium__mean_12h,9.381057385055015e-06,0.00014518397985725855
Chloride__std_24h,8.857152087861988e-06,3.899327745924784e-05
Platelets__min_6h,8.832876224927343e-06,2.0981355833967937e-05
Hgb__max_24h,7.223306671783546e-06,0.000305512590483844
Hct__mean_12h,7.132791164104688e-06,1.070593343042522e-05
O2Sat__min_6h,6.570709782090719e-06,1.4588887085513136e-05
BUN__prev1,5.5819993782171845e-06,2.1636502421318177e-05
Temp__delta_1h,4.763206831593092e-06,1.3689387407543876e-05
SaO2__max_12h,4.687660766331675e-06,4.451071231153954e-06
Bilirubin_total__std_12h,3.88135948249789e-06,3.368616287849224e-06
PaCO2__std_6h,3.2750287572046178e-06,1.0099255392115994e-05
PTT__max_6h,3.1960510903267235e-06,5.356237937637735e-06
Alkalinephos__min_6h,3.0489768947852133e-06,4.541967627510747e-06
Gender__mean_6h,2.8533019497498787e-06,1.3242963743124411e-05
Creatinine__max_24h,2.184476874943636e-06,2.3303849287645227e-06
Bilirubin_total__mean_12h,2.1643666811275997e-06,9.798746771792621e-07
EtCO2__max_24h,2.025474222238574e-06,8.141345345211807e-06
EtCO2__min_12h,1.925493201982709e-06,8.057514295289256e-07
Magnesium__delta_1h,1.8655522706256116e-06,3.3827172953652783e-06
TroponinI__std_24h,1.6505309547031055e-06,3.8349954931537655e-06
AST__std_12h,1.4502632734264554e-06,9.170074512159611e-07
Potassium__std_6h,1.3390794170470288e-06,8.776389009661865e-05
Alkalinephos__min_24h,9.197149251042452e-07,1.1447950352112832e-06
MAP__delta_1h,8.88435504766971e-07,4.77469792612904e-07
Fibrinogen__max_24h,8.049532481334975e-07,5.289654146738644e-05
Platelets__std_12h,6.42953472459116e-07,4.544725200767141e-05
AST__max_6h,4.7644891627986185e-07,3.446399947418987e-07
WBC__std_6h,4.370763592194404e-07,3.840073394685818e-07
O2Sat__prev1,3.677090299707836e-07,3.5763288191519414e-07
Chloride__min_6h,3.216363730428051e-07,0.0
Chloride__mean_12h,3.1267369154833234e-07,2.333179590087656e-05
Lactate__max_12h,2.6248099429360127e-07,1.2668299496349435e-06
PTT__max_12h,2.6173744706786684e-07,2.2493414476278288e-07
PTT__delta_1h,2.473924368024544e-07,2.3684567152437555e-07
TroponinI__max_12h,2.3173670185769323e-07,3.927361281545222e-07
BaseExcess__max_24h,2.2861593331327538e-07,3.3808310618781515e-06
TroponinI__std_6h,2.2812325874477235e-07,3.043636269146516e-07
TroponinI__min_6h,2.1364763405605503e-07,2.0364839839608059e-07
Bilirubin_direct__mean_12h,2.0803744015779332e-07,3.540462402985029e-08
Fibrinogen__max_12h,1.831762465424186e-07,1.8054341759858927e-07
Potassium__mean_6h,1.4848570251427275e-07,4.6474966957791257e-07
AST__mean_6h,1.2439984331952257e-07,0.0
EtCO2__std_12h,9.945889454993084e-08,2.392375976240091e-08
O2Sat__delta_1h,9.487337600505575e-08,1.1812641517228164e-07
FiO2__mean_6h,6.902429811522781e-08,3.100847815447523e-08
PTT__std_6h,6.725928188955343e-08,2.5790007907021355e-07
Phosphate__delta_1h,6.028236258628917e-08,1.2056472517257836e-07
Bilirubin_direct__min_12h,4.043699897454678e-08,3.208818227434796e-08
PTT__delta_6h,3.2749298420065046e-08,1.4159481191724538e-06
HCO3__min_12h,2.2046615216417264e-08,0.0
