tau,s_max,alerts_per_100_patient_hours,nonsepsis_alert_rate,sepsis_detection_rate,lead_time_median,n_sepsis,n_nonsepsis
0.0810526315789473,0.0,0.6215722120658135,0.0,0.6923076923076923,57.0,39,454
0.0810526315789473,0.00017839881549025122,0.6215722120658135,0.0,0.6923076923076923,57.0,39,454
0.0810526315789473,0.0006236606942619353,0.7469313136589187,0.0,0.6923076923076923,57.0,39,454
0.0810526315789473,0.0006236606942619356,0.7469313136589187,0.0,0.6923076923076923,57.0,39,454
0.0810526315789473,0.0007888753123958482,0.7469313136589187,0.0,0.6923076923076923,57.0,39,454
0.0810526315789473,0.0008367286243586404,0.7469313136589187,0.0,0.6923076923076923,57.0,39,454
0.0810526315789473,0.002576120370787334,0.7730477931574824,0.0,0.6923076923076923,57.0,39,454
0.0810526315789473,0.009799669735425976,1.337163750326456,0.0,0.7948717948717948,66.0,39,454
